---- start log ----
---- start log ----
frame_33b94b4463f811e564f2084d5fcdab2e_5dd58b0e0c11086e6e9f24733614f441_30000-1280_720	day->Night [45.0]
frame_74165916cb9fb51f3de0f1497dd2b7f8_954b1a09a0694593a47b8c3b79035de7_60000-1280_720	night->Day [94.0]
frame_0345efa6c553307de15dbc975acaf57b_0087b76728c7bbaa9b48d358ade5cd21_60000-1280_720	night->Day [88.0]
frame_2c7295ff0ae0f818097b3d872e255453_1475ba0f16990155de1c78401e66d286_0-1280_720	night->Day [79.0]
frame_4e98535b5e4612c4f8d241a4c15fb4fb_c6f29b07e56591b16966ca40562240bd_0-1280_720	night->Day [77.0]
frame_ecc4ae844e470c281a002518326519b1_09b7563e4e9f1f6444cdf3f5d53ad601_90000-1280_720	night->Day [69.0]
frame_1be16ced9327969bd89b8064bec2423f_7089a3645c3c871e7f5605b6c1f12821_30000-1280_720	night->Day [110.0]
frame_1b27366ccb587fc42eed468929b3ed5d_65f973408131db7ed1d740654c06b129_30000-1280_720	night->Day [112.0]
frame_c2d4b2f6241704fda5956d24b46ab455_bda1e2838f0e97b8dbbadf5984dffe9d_90000-1280_720	night->Twilight [62.0]
frame_953aa79389c94822478dce7c8914e84a_3d396d6b05db11de4a44815c0af412e8_30000-1280_720	night->Day [101.0]
frame_438df938-caec-4c67-a3dc-2ac5535cd38b_00000-1280_720	night->Day [76.0]
frame_03427d966771cd4cf6215983e4417fa0_cc62e235b355233d9131fb61ba743de1_0-1280_720	night->Day [111.0]
frame_d985898fa332e82ef096505e970fbcf0_2e4998b894850580715b36f247a4eba2_0-1280_720	night->Day [76.0]
frame_b9e1b08527ff8805c6aa0ab51f66d825_58077aea9ef1a50e94ce550c332ff83f_30000-1280_720	night->Day [113.0]
frame_e27b22e6169c4df8250b7023f1655410_88c05fdd9d47a6de9967e46ea08af675_60000-1280_720	night->Day [90.0]
frame_cfbf5b79fafedc4a48ea66f4b56459f6_8f9f3293ce2d2a0ca5eaf6299db5069d_60000-1280_720	night->Day [93.0]
frame_e353e766aac9d5b51c0a18a6d5d502b1_4d5b84e7cf732a87f62d68b21dac6cbb_0-1280_720	night->Day [99.0]
frame_0dcfea28e8b820aafe9ce12c12786abe_99a24690bdea19d8ab76f96989d97c5c_90000-1280_720	night->Day [146.0]
frame_f701b912d9b67f6af334316a5d7a2145_7aa897d323b7ff360d21bd7a79724901_60000-1280_720	night->Day [82.0]
frame_f1fa9b208332619bd172ae77349258c0_bc3567f377c66e3810f6334954c75e82_60000-1280_720	night->Day [82.0]
frame_cd1466484cfe4b24f16972bf6060ad46_59b29373a71da8bcd438eed6daf18be6_90000-1280_720	night->Day [94.0]
frame_c33cffc440e0e97f52e4d39cfeccd334_2382c038c34b5db169f95984bb020991_0-1280_720	night->Day [113.0]
frame_4e98535b5e4612c4f8d241a4c15fb4fb_7fd2c9dee58dc217c4a1025fb0a7d7c5_90000-1280_720	night->Day [93.0]
frame_6f6c2002779c8392e99cd6d7210c74ae_5703645316a61a49ccf15b3614edf366_60000-1280_720	night->Day [96.0]
b98d8939-e9ba-4ac2-82bd-3f16addbe761.mov-0001	night->Day [118.0]
frame_1e3c90f7777d81863da544c2ae9546de_4c713ceee8af07c63cd2c9de62eb2b2b_0-1280_720	night->Day [127.0]
frame_f2bf0c3fcdb629ecf255a1ac8968b983_c8334b6b78c3527b06bf8f9bdf114848_30000-1280_720	night->Twilight [65.0]
frame_79c94066a36d71885e934c8fb6b8973b_fd9dd920783c2f3a922c590985e48016_30000-1280_720	night->Day [82.0]
frame_de6a0b2e2326f92d6a7a8798cc799d6c_20a03b81b2e534ded249db56931ba190_30000-1280_720	night->Day [100.0]
frame_285ca60188b2fb6a9cfbcefa65de530b_45b079167cca6225d2b74a3045e75921_60000-1280_720	night->Day [73.0]
frame_80156474f85c4b75e2009bef6e5bb47e_587aac6913b8be17a542bc5694ed5137_90000-1280_720	night->Day [100.0]
frame_817c47b8-22c4-438a-8dc6-0e3f67f299ee_00000-1280_720	night->Twilight [61.0]
frame_e167d0da5218801610586b8689b8b3c6_857884bd6ff17b085c1b6baf45aeca85_30000-1280_720	night->Day [110.0]
frame_e175eca002f999a430b24bb0c5e4d532_c4b6d7bbe699360d519fd33c27c36599_90000-1280_720	night->Day [77.0]
frame_aff848ab40932c2515467e22704559a9_95867ebab9721dcccceba075bc2ff77b_90000-1280_720	night->Day [117.0]
frame_93b55c0c64bfaa5857ff907a4ea36bba_0d418f76bcc6a740bce4d8b5a3565294_30000-1280_720	night->Twilight [65.0]
frame_846f517b-40d9-4256-961a-e53ae94b74c3_00000-1280_720	night->Twilight [60.0]
frame_a3d59bd2e8068efee7ccc1296f251d0a_33eb21b1b57a62ed23e1ca64f4c4f169_60000-1280_720	night->Day [84.0]
frame_c08f6f5cc28eb2d051fde93a6ef89af8_c1de20f2bb18aacdf8ae4eccd27806e2_60000-1280_720	night->Day [78.0]
frame_ecf6c4c319d8763896cd5b0edb5429b1_34e4a721cc07a53df404e7c871ca531b_30000-1280_720	night->Day [109.0]
frame_bce6f190a0f4cbcafcec60e165ef6402_47ebef5091fb8c4ca420d4d632daa976_60000-1280_720	night->Day [70.0]
frame_d0094cdfed95297914c4404a3768c7f0_591e4451847d9f6388a7514c7e7db51d_90000-1280_720	night->Day [79.0]
frame_2ce47a213c9e4eb08a0f2c2a9f823599_6539980ec263165e68bc79a8522f4c9c_30000-1280_720	night->Day [76.0]
frame_0cdf2fd904f54756d58d008683743ee0_5b7d5cf0014a07172c354c7125bd09d3_0-1280_720	night->Day [75.0]
frame_9ef4d78178991bb7bd98899e8a9a3570_5a9a89c2844783c7009892bffca86e14_90000-1280_720	night->Day [139.0]
frame_d933d290e2008649a61b32e72629e532_a9f1f97d39ca424aca1202fd0f8ca89a_30000-1280_720	night->Day [81.0]
frame_0794a806-e68f-4d0b-922e-0264d453c6e4_00000-1280_720	night->Day [74.0]
frame_95f99db6-7bc5-441f-ba2c-593796378068_00000-1280_720	night->Day [79.0]
frame_ea4c1d61a374237b50047948920210dc_ae42ad5e167c9cbf1dde9fa67263618b_0-1280_720	night->Day [88.0]
frame_a3e1cd6ed1bbe99a5506387117059435_ec9b162474c8a1f9dd7f4ef827c79b88_60000-1280_720	night->Day [105.0]
frame_b43b1ef62bacbc8edcb49861cceafc0d_16fcbd2cf3f0285809ceb9d8dc1dc919_30000-1280_720	night->Day [70.0]
frame_6f6c2002779c8392e99cd6d7210c74ae_7642fc32b2633d3ad0ba4863352d6b18_90000-1280_720	night->Twilight [64.0]
frame_d80c7f7ebc7315639cbef5bcdf58a3e8_795e6fd95064267b32f88600c5639ba4_30000-1280_720	night->Day [126.0]
frame_ce396245ee8202cdb712f7caabbd445e_165590adeba6afa6a6bef5466728e743_0-1280_720	night->Day [144.0]
fdcf4961-5a60-455a-a012-78bc5c8de81c.mov-0001	night->Day [110.0]
frame_a5237a31d5f09f372ce0be11b3a3b88e_3221c173dc6b4347ea51c4415488cc10_30000-1280_720	night->Day [101.0]
frame_0a1a7676de4e850743866705d047379a_f4d63c2cba37cea2b5a32b25c7bce6e9_0-1280_720	night->Day [69.0]
frame_a1f9c6b31cac61f1a515f55f896de0bf_f5fdbdb897d156360eb1e67403ce916f_90000-1280_720	night->Day [79.0]
frame_324f5d6318f77a38fc4a6e1f29a901c7_8635c7f8943752d393773badeba5000c_30000-1280_720	night->Day [112.0]
frame_c385e8f378439035fb1dbd34c29e92f0_9bf30badf762ec6bb8c133fed244e1fe_60000-1280_720	night->Day [81.0]
frame_86f0ace55d0303ff99e205b31a4e1ec0_247cd0acc03c6318be24101844e9e692_30000-1280_720	night->Day [84.0]
frame_6b5772e691a339df04cfa24f6974eca3_4bfbc14d4f1014e98255315a677cfe49_30000-1280_720	night->Day [98.0]
frame_93addc9df1722f57e357d63591e43dad_e02c6c1b1aa5861d8081c043a10382ac_30000-1280_720	night->Day [95.0]
frame_6c992615ba04504b15546ea3444734df_4518c2bca72b266cf1377e928eea0a16_0-1280_720	night->Day [84.0]
frame_94a9eb65-2b38-49e7-a239-2d7fc5dc1191_00001-1280_720	night->Day [81.0]
frame_8d7284af831399d89fd6d8d88ecb5372_638908a3183e1d578e71311ac0ad18a1_90000-1280_720	night->Day [94.0]
frame_bbe1991a3e7de1e135547b04cf82372b_106e1edd3aa1c0efbb7559e13b3f8490_90000-1280_720	night->Day [119.0]
frame_a077a0cec9947faaefb20bd373ccab75_7ecebdb97377b3ce5565633972b4c611_60000-1280_720	night->Day [81.0]
frame_807fac1b08a8c308fb4f073175d66f91_d92ff89aa66241010b4dbed5c92ecd0a_30000-1280_720	night->Day [72.0]
frame_fa95dc2385d0cbe2b703d6d66719c907_bc58bd6e7e367de4533c71e06520046b_30000-1280_720	night->Day [104.0]
frame_f9c5cf8a82c31fee1ce6e9067690cb8e_2225225e0cded86c64f6c3edd9668b1b_60000-1280_720	night->Day [108.0]
frame_df2936b23ebc2f86d3fbf80170bf7f7f_a30609b887401481909efd7484c52e72_90000-1280_720	night->Day [94.0]
frame_85655778d87c1b675a80c84018168ece_6cae45cc568be3983d6c52dd7f60b7e0_0-1280_720	night->Day [101.0]
frame_fa95dc2385d0cbe2b703d6d66719c907_78f58eb51c25a3b3c345edcb57ea46c7_0-1280_720	night->Day [100.0]
frame_8d7284af831399d89fd6d8d88ecb5372_16062463037a7f3f667c3e796bc1f7bb_60000-1280_720	night->Day [89.0]
frame_49f73b59abc4f2e5946c896e34bac1f7_471eff96d03728d149a465951e13978d_30000-1280_720	night->Day [83.0]
frame_4fc1ea686b16466655393fcb6d92fc3d_419b88d45fe7d9811e158a21b2e453e9_30000-1280_720	night->Day [110.0]
frame_f9c5cf8a82c31fee1ce6e9067690cb8e_548161e9b0ff6dc1cdd728c56580df4a_90000-1280_720	night->Day [86.0]
0fb5fd83-fba9-430c-a33b-9aef640c9bf6.mov-0001	night->Twilight [61.0]
frame_4e98535b5e4612c4f8d241a4c15fb4fb_1e5c43af535125d1647d3d4866835c5f_60000-1280_720	night->Day [78.0]
frame_86080e5a254eb37393dc631be121f6cd_e5448916f8bbf68c22e0eb589991c87c_0-1280_720	night->Day [130.0]
frame_a9ef2af9-78e6-4390-9902-be15c914d1ee_00000-1280_720	night->Twilight [60.0]
frame_a628e1c8dbbc8166650d74db3e85d2bb_e0c0b574cc86832a0d1f6eb44cd5c1cf_60000-1280_720	night->Day [142.0]
frame_1be16ced9327969bd89b8064bec2423f_9a37ee2102e3a9467f932d3be765b475_90000-1280_720	night->Day [112.0]
frame_53c2fe6073b86961cebc7366740786bd_d6fa4c3d4ab0e1ef3ccf9b3c382d0f0f_0-1280_720	night->Day [121.0]
frame_9ef4d78178991bb7bd98899e8a9a3570_691b387a72a43cf49da49182865c66fb_0-1280_720	night->Day [127.0]
frame_dee7d72d31cf2615ecfde1c245f6d34e_cbed34e0bffadb13b5674c36758690b9_60000-1280_720	night->Day [86.0]
frame_12305483056d8f5d37bc6519b044f858_fefdfd541f804942bc921aa80f2ee9bb_60000-1280_720	night->Day [117.0]
frame_3a7c99828ece77c4c7fb8ae8d5f79af1_4f6adac1dd71c93911aa508c8d79ce41_30000-1280_720	night->Day [112.0]
frame_f49ccf4774bdea4f7e31a89da8362d78_b3aa6f86701352d4064a3d59f57b8db5_0-1280_720	night->Twilight [63.0]
frame_8c34d0c1-478d-4c5d-b5fc-741f88c21355_00000-1280_720	night->Twilight [65.0]
frame_c65cf6a86c7ef0d1d52d6a5f471bc6f2_a43445d74b39549d332fc130e8224e04_30000-1280_720	night->Twilight [61.0]
frame_fcad18d5780a78ab27eacafca9debf50_a7edc2beb548c6d7c42f0c460d247a8b_30000-1280_720	night->Twilight [65.0]
frame_b9143cf0a7f30c1aaa1faf8792e2b7c4_ca38e1acd431e37c02458d5cde46a95c_0-1280_720	night->Day [105.0]
frame_cc32bf9954c128524a3ad73f8a1448e5_031a5c0122efd6c022f80f76fbd352d7_0-1280_720	night->Day [82.0]
frame_8fb599888fecac50e7f3676089e07f0a_c7db34bf21eb3150d9429b6c74197e29_60000-1280_720	night->Day [72.0]
frame_4af8d87f134b44de47c2a43f6e6b25da_1c7f2287352dda2a1282cbd5950d3d85_0-1280_720	night->Day [98.0]
frame_f37b54d6edc5c9de2f14c833e5179631_33d69af26b7a46eaf21acfefd67aab7e_30000-1280_720	night->Day [135.0]
frame_dc13cc9c-edfa-43da-b012-64debc7f618f_00002-1280_720	night->Day [71.0]
88a5fecf-5b93-42e1-a143-615e95d745b0.mov-0001	night->Day [118.0]
frame_0a73ec053ee4fc4733562de85bf9f291_951cf23bb9070deb26eefdc1984c6f74_90000-1280_720	night->Day [95.0]
frame_05976e26e34429b11497c060e784cef8_5cc5daad37267333a16784cc7bbc4894_0-1280_720	night->Day [73.0]
frame_c0dd8f6b162c8d495d36410677da3ba9_47420bc3c0b6dc1d49e32021c1a8d843_90000-1280_720	night->Day [77.0]
frame_bce6f190a0f4cbcafcec60e165ef6402_db15a052a38a378784d2325f2a3ae6fa_0-1280_720	night->Day [72.0]
frame_ce54af10ba9fc72089d1bdbfbf0f41ce_0698b444af2e0acbf751a7b0aa589510_90000-1280_720	night->Day [106.0]
frame_e959bd1db78638e010c4668ec2a4a59a_56bf1d50cd41bbe788bdb31acca773ba_30000-1280_720	night->Day [87.0]
frame_aeb79d3198d5e53cb8102e809bfb5d2c_8dfb0338d3e2b94feaa74d7c7026e6dd_90000-1280_720	night->Day [96.0]
frame_53d44388-177c-4a7f-91d8-950154b8923f_00000-1280_720	night->Twilight [68.0]
frame_23fdfe61065eb05f3188857a5b8ccfb0_b786566da3fa3192412ad62766faf0a5_60000-1280_720	night->Day [74.0]
frame_55ae1b0f27d9b624bf1add8851ef4eab_ea24cd809b19a576db0d549d96f9aae1_90000-1280_720	night->Day [132.0]
frame_b43b1ef62bacbc8edcb49861cceafc0d_58a60a1b7bc5c77ef3b677ba2fcc7ea1_0-1280_720	night->Day [127.0]
frame_6c9129b1a193453e139e7189fb38f1fb_2193b6fefcab57f63aea5930b91fe2f6_60000-1280_720	night->Day [73.0]
frame_67bb000f50a2f6148a3c7e4747675538_12fe2ba4a5b1d9de0854b3dde2c08f87_30000-1280_720	night->Day [87.0]
frame_263cadf49d09ea2dac58cf942b775e79_6431e88c054b25ccec75c1fa10f774fe_0-1280_720	night->Day [122.0]
frame_82c68fc54bdb705e0f685a0c9d826034_41b5e5de498316d90844e61f16318d5b_30000-1280_720	night->Day [117.0]
frame_0437fa6c56728fe9172616aeb0679704_039a6c49a62ec1a62fab6107ea61607d_60000-1280_720	night->Day [103.0]
a898ec57-554f-4578-9e61-ec74722cd505.mov-0001	night->Day [74.0]
frame_643cfdb1220be8b1b21d1961c166ff6e_55885a463f23dcfc90f2e03d578eee45_30000-1280_720	night->Day [127.0]
frame_0a73ec053ee4fc4733562de85bf9f291_e9cfcd7c653f9b376e439694b8a5deec_0-1280_720	night->Day [112.0]
frame_b1ad2f8d00a03e728e67aaad50f8efc8_9a78e00f9f83d1d65af4aadd386656f7_30000-1280_720	night->Day [106.0]
frame_ba4a4ef7ec87d3ddac0dbcc7b972dd3a_000ea71e7e4bfa25c549dae7a22fdeda_60000-1280_720	night->Day [87.0]
frame_615653d0eeb4665b09aa5d9ffefe642a_1084f6385ef8651f3b2e393f3c6ad49c_30000-1280_720	night->Day [119.0]
frame_99cb4779828ecbbe773f0380e38a22a2_b5d989a5d4ddbd51bafc9d70f37c404a_30000-1280_720	night->Day [76.0]
frame_314e7983d0f9bd69500339f4925895d8_a71c20acb87c1c4fa7c58e4b16b55a00_30000-1280_720	night->Day [104.0]
frame_b5f589d57d410c91964182ba20c7d54d_d23cc1a28dae8b657efb7a3c741eb6ca_0-1280_720	night->Day [75.0]
frame_234e9a78edf5b34677afa8720348867e_e602d8cbcbb53577155530c9d0589c57_90000-1280_720	night->Day [77.0]
frame_f7579ff7db6c460bc3192e79a2bfb097_5a7d21056401af5c1433026f9076d090_0-1280_720	night->Day [90.0]
frame_1b3ec764563b2e5fd8d6c107fbb8af45_a2500d366285797fef05021592466870_0-1280_720	night->Day [118.0]
frame_09e01b2e37274acca0f3df76bf1234b0_23fd6f50ccba4007c02a88d3abcf6e42_0-1280_720	night->Twilight [60.0]
frame_6c992615ba04504b15546ea3444734df_69fe890d8154d2387c241d6f551ccfb5_90000-1280_720	night->Day [81.0]
frame_41a85e478e5398ef4f02632410db966c_543e73503f9af72134f291cf90acc996_60000-1280_720	night->Day [93.0]
frame_41c9592341345f65c3324aa7dc579496_f0f0d3f20b1d5301a7f19f679e5acaa2_90000-1280_720	night->Day [96.0]
frame_6cb0c361488fd82ac13b9148a25e8ea8_1f628d69ec6be5133157eea2f965bd12_90000-1280_720	night->Day [92.0]
fc21e6da-6ec9-4bfd-b573-96cf3b91a505.mov-0001	night->Day [102.0]
frame_364031b125a6e4b6a3e3e6300faab0e2_31b7acaf1b8b636138ddc054e45432eb_0-1280_720	night->Twilight [67.0]
frame_032e82c285e251f842454e5c9a0bb030_6ad5e8144351257a7970d30568c71336_0-1280_720	night->Day [94.0]
frame_41a85e478e5398ef4f02632410db966c_184a6d5b3091356b4c56ecd787a5b07a_30000-1280_720	night->Day [101.0]
frame_41a85e478e5398ef4f02632410db966c_31577851b9ca707c9eaeecedd333e289_90000-1280_720	night->Day [84.0]
frame_a147986c9e411388e33c689906c8f971_3ddb0e4234235e298261dfafe5d2eb0a_60000-1280_720	night->Day [143.0]
incident-0-97806e95-3109-4435-8ffd-b78b18f6e4c5.mp4-0001	night->Day [128.0]
frame_b14c444933bac23031713f4b69c58b56_9a72782f70370d7fe97c80cf557dab97_90000-1280_720	night->Day [99.0]
frame_38c3de7af271198259685531fc40e792_1c2ab1a5b12455214d8e9d35a6553e6c_0-1280_720	night->Twilight [61.0]
frame_6edf036bd3c8be74680d7fa1eb0cd5fa_464744d788e77f968207ab8016fde124_90000-1280_720	night->Day [75.0]
frame_09284e99-2ad5-451c-a941-d3247af57cc2_00001-1280_720	night->Day [74.0]
frame_aa47d472c1cae8052258e1844678c836_9e2d44de43c72a323f49b12901fdf4ba_30000-1280_720	night->Day [139.0]
frame_3ed37acbf139d3c82660e9a821a0683b_86c53dc01ecefc32dc33767439d12dfc_0-1280_720	night->Day [87.0]
frame_c8e3f7d434101d3b75c8f98fe1c30282_5b3fd6776b50b67ada6f21e17be23304_90000-1280_720	night->Day [107.0]
frame_2d1c1006b567e91f32f2a8e85343975c_b00d0a5123b25593eb894ffe95954c86_60000-1280_720	night->Day [84.0]
frame_035c4d0e4a8fa8f5a4219b02a349a69d_594a318e08f9863eb3416f59095e148e_60000-1280_720	night->Day [77.0]
frame_46569e56e00098afeb035e4278116486_dcf166b34ed46ed540c52ca702e0734f_60000-1280_720	night->Day [127.0]
frame_aa274764eef88c046831e39b2b7b4b83_dbe6510f972f7d54da9c8744a928c4f3_30000-1280_720	night->Day [115.0]
frame_cd1466484cfe4b24f16972bf6060ad46_17087a11aa70861bf8544250fe952673_0-1280_720	night->Day [90.0]
frame_67e77791-04dd-4d7d-8104-9c8297ec7e9c_00007-1280_720	night->Day [77.0]
frame_b03965be0962ec09cc66a60eb3e1159f_156f927224733044fbca9cd67fc02ee3_0-1280_720	night->Day [91.0]
frame_871238d0b24c54c8d2660ef2b98429ba_fc57689296871e227b7861d644caf03e_90000-1280_720	night->Day [126.0]
frame_9231ab4f4aba670cbbaa0f05da99a70f_76cd55246975e47d67d499a890db9959_30000-1280_720	night->Day [93.0]
frame_5b304e08bf1a0dbd2be5722f87223107_5926e8ac4a500ea61330c74addd6e946_0-1280_720	night->Day [100.0]
frame_7f7fac92437709a89b3d5130f03b3fd6_1785dc466de5bfbd6760f986e78444d8_30000-1280_720	night->Day [85.0]
frame_a8e6fcc1dbd34be8de5e9768c556f5f2_f55a97902b8b4396327480f36bd6bb8b_0-1280_720	night->Day [73.0]
frame_c5ef50a6-434f-414a-a9fa-d4b25c63e1bd_00003-1280_720	night->Day [77.0]
frame_58df574c7bc3371ce3c4a8f68ad23212_a63b0d7f813b604313d0767a1561444c_90000-1280_720	night->Day [74.0]
frame_4453e66ebd76077fb71d5a17c9b7e7d5_2e1472f4b4b6fefc4dd0c9e7f40b9bd9_90000-1280_720	night->Day [84.0]
455fb7db-efda-49ef-b3dc-98df8d0c4adf.mov-0001	night->Day [95.0]
frame_0dcfea28e8b820aafe9ce12c12786abe_234cfd840a6e057eeecf8e12e71bb910_30000-1280_720	night->Day [95.0]
frame_4e98535b5e4612c4f8d241a4c15fb4fb_0bf1109e46849fdf1eb583d5e69f8b50_60000-1280_720	night->Day [90.0]
frame_66f979b0ca7700d68abecb0b55cb4137_769b24992482a555684f6d791638a56c_60000-1280_720	night->Day [77.0]
frame_c16bdf7be06296167693a2df559717bb_7ea63d95fda6651be8ca263130f079d8_0-1280_720	night->Day [90.0]
frame_63d0ea727f44d339584102d106cbeaee_dfe25779a73944ce591f8d8b4700a32a_90000-1280_720	night->Day [127.0]
08ef5260-3eba-4ea1-b5f0-a81d8e30044c.mov-0001	night->Day [86.0]
frame_03427d966771cd4cf6215983e4417fa0_a820f9073623c6a735826916f0a0b785_30000-1280_720	night->Day [136.0]
frame_6b32b5c50a3ac0ba543a54d06ba715fa_597a9f46a6da8212b5752635c7943570_30000-1280_720	night->Day [107.0]
frame_94fd883382ff66381e58ea37a4c52112_fb4c4612b977166178c160ece774a15c_30000-1280_720	night->Day [110.0]
frame_9a1c029960575dd065e33b7dd0418f91_28eadf71bb36bba86d49b3a3e58fdb1b_60000-1280_720	night->Day [87.0]
frame_74e8d2c9c5d3735a9b8e20bb8ab71f32_789f333c173e8da4ee604e924a020785_0-1280_720	night->Day [81.0]
frame_3904ae3eea220f7a92ff24f17aad374a_c3925b704a8d3e496694082cae233d21_0-1280_720	night->Day [123.0]
frame_cd1466484cfe4b24f16972bf6060ad46_a36fd830d36c4fac3927b52853c2b47c_60000-1280_720	night->Day [97.0]
frame_cf5b1db4be10dd7bdc72e834edd0fb15_0a0531f4bdfaa2fc0a4e051b865cccfd_60000-1280_720	night->Day [92.0]
frame_4f594d2d4b69e240fffb91eff6b09892_d63d3a6172dff43f2df9bcde8c69cf6e_90000-1280_720	night->Day [80.0]
c6ef27f7-34e2-41b1-89a1-a95da66b153d.mov-0001	night->Day [89.0]
8b4e34c9-88c0-440a-a9c5-70eb06903785.mov-0001	night->Day [83.0]
frame_a64acb0989ee19b845cd474f5ed61e52_626589585770efae5f34518555e88536_30000-1280_720	night->Day [145.0]
frame_953aa79389c94822478dce7c8914e84a_23984c17596e4c3d47f2363521898910_60000-1280_720	night->Day [87.0]
frame_08aaa2e61aa3e70998e2838cb66e35d0_99bbd1ef3be08ad477b492f503ee4a42_0-1280_720	night->Day [154.0]
frame_0b65174ef1e8f78f7a1398db60d01b8a_709a80fe01b0670403052e591c1a2dfa_0-1280_720	night->Day [130.0]
frame_5823e2770bbd617d4b7e1b0815d6c4ae_6580cdb19a16e91a8a45ec5a774b7496_90000-1280_720	night->Day [77.0]
frame_ac6cfc7392b8d54cae7398cb9c89db5b_e985279fd6cfdb71b9cb32ff8d65884e_90000-1280_720	night->Twilight [61.0]
frame_849be9dfac21c74bcd6f8b779ba99196_c396e284779e92455083015bd550c04e_60000-1280_720	night->Day [83.0]
incident-0-aa8d47fb-b91b-4466-a7d3-8674565c5f5a.mp4-0001	night->Day [85.0]
frame_b97d6b57-e6b5-4ae0-8838-95a052574a2b_00001-1280_720	night->Day [89.0]
frame_b9143cf0a7f30c1aaa1faf8792e2b7c4_a1805cd97c62c34fd6028e315eea5877_30000-1280_720	night->Day [104.0]
frame_f8cf1c8fbbd2a088caff177b6d523778_0f5934148dee304510b6a41a2a53af18_0-1280_720	night->Day [82.0]
frame_9ef4d78178991bb7bd98899e8a9a3570_8c5859c0c987c0850ffdb9f8f82b8262_90000-1280_720	night->Twilight [66.0]
frame_a5ae4300-aab6-43aa-a96c-85f689dfdaff_00000-1280_720	night->Day [93.0]
frame_31c48f9e9e08f63cd8ef586ee629c483_b5c99491df98edb22c85e27b0115c8af_60000-1280_720	night->Day [136.0]
frame_ef1715650b78373c23972c9cd7a683e9_06e3c7379fc4a10a03f99128c8ed5085_30000-1280_720	night->Day [71.0]
frame_1a3ce6a38aa75adb371cfca30fe9906f_ddc8991d7368225b4a0dc769d7dc8d48_60000-1280_720	night->Day [148.0]
frame_9ee9dcb1a7c021a3f1e82156906da6f7_9723db009a720621f896ec93e36ea858_90000-1280_720	night->Day [125.0]
frame_721bf6d92f5003364dd8f2f64b84e5ba_49b1f0cc52fcf4bbf2c3c620506e2292_0-1280_720	night->Day [88.0]
frame_17e130431fbafa400f1fad5207ef5afe_3cbfc83d72a8c697cef72dd8d32b7c20_0-1280_720	night->Day [83.0]
frame_021f3a70a4e5ae913959f6897858b3cd_b6451f9cde275a7ca9f9d5bad1b36e90_30000-1280_720	night->Twilight [65.0]
frame_41c9592341345f65c3324aa7dc579496_2163cd60ac55a9da085492603307e26b_30000-1280_720	night->Day [82.0]
frame_ded274bf9383c72754cbcd09198209ec_628de6fb4cff9469aeb5d7fec84e5eec_60000-1280_720	night->Day [87.0]
frame_551a6c23033746fe667be1192c2048fa_d60a2207b3ca9b1193ee1fc3a3c23145_60000-1280_720	night->Day [113.0]
frame_51a94d0eec5d742ff3457210da635555_a8af3a93b1672ac30ce02dc4f70a7e3d_90000-1280_720	night->Twilight [60.0]
frame_35f0bafc9838751025e538e23c012096_551a1ab420b70353b750e5390d92c08c_90000-1280_720	night->Day [89.0]
frame_23dcf65e40440cc28dce2ad906f3dc5c_56e4123de8c30f08f836edbb8483bb33_30000-1280_720	night->Day [125.0]
frame_49f73b59abc4f2e5946c896e34bac1f7_7bd11bab95bc1c192850c84a39eec690_90000-1280_720	night->Day [130.0]
frame_4e98535b5e4612c4f8d241a4c15fb4fb_c35a6316120cb38ada1e0b0fa0a179c3_60000-1280_720	night->Day [98.0]
frame_0aba77087a22cc21e7a041e7c1153fe8_e75728e96d5212fa433700291bac63da_60000-1280_720	night->Day [92.0]
frame_e4a87039963f0df1fe892ddddcc795d9_cdc023c0a02d7f17e8368bfcc0923bdd_30000-1280_720	night->Day [73.0]
frame_b099a0bb7bc9a9923897c13c3f0d8815_5dbb72efc4fa0aa1cd7d62622ebffb4b_90000-1280_720	night->Day [83.0]
frame_ea66fe8852e7b56117e42bf9089209f2_1c1ad7e98a4ce26aad4f05127e0a925f_0-1280_720	night->Day [73.0]
frame_2dbd39d5af2c488cee9435a5d6223732_ca8bc66fd01046d393e209679aca13de_0-1280_720	night->Day [103.0]
frame_b9e1b08527ff8805c6aa0ab51f66d825_6de830250d204f540fab275f6209c755_60000-1280_720	night->Day [114.0]
frame_64e5f3baddbd3acb51c1f3f079a873cb_ecef5f28f5a22b2be9e799c96aa468c5_0-1280_720	night->Day [111.0]
frame_97831bb8e56fdb0edd04255ac091ac52_29a3a86b1b49c9a9f9f152e102eb448b_30000-1280_720	night->Day [69.0]
frame_d5cf04c53ee69f053aa335c26bc7f084_4218422e6ea78817bef6c84662caaf5e_30000-1280_720	night->Day [115.0]
frame_5823e2770bbd617d4b7e1b0815d6c4ae_7204936e8471a39be1e0024e6864aa5b_0-1280_720	night->Day [87.0]
frame_ea4c1d61a374237b50047948920210dc_f24a5512490f71c4aca3382f25a01c73_0-1280_720	night->Day [106.0]
frame_e175eca002f999a430b24bb0c5e4d532_ca0625d1ffad25ffcf765b288ee15dd4_30000-1280_720	night->Twilight [63.0]
frame_f8472cba3cb0bbf985054b22db3b0436_3df9ed2e839d9b0a6c0a6be9c182d78d_0-1280_720	night->Day [110.0]
frame_401560a54c3aacf38c9d060c90abebc1_71028ef1c253e90649d1a99fc2129713_60000-1280_720	night->Day [125.0]
